Country,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polonia,,,,,1731.209509,2235.541089,2459.020685,2497.130559,2874.831636,3700.959568,4163.511954,4137.008318,4533.535655,4415.500675,4520.641004,5015.2379,5223.45179,5720.813662,6711.727153,8043.923323,9068.855283,11272.52937,14048.56047,11556.30269,12567.73177,13867.66694,13087.42094,13621.90238,14262.28419,12637.52203,12464.01105,13913.34029,15658.21203,15874.52205,15987.57537,18635.51049,18891.21212,22056.66617
previa al dividendo demográfico,565.3540766,591.8509831,603.2423095,593.6636322,938.8638672,515.7834904,390.7443054,395.9580629,399.9443486,570.7276678,673.2436412,719.3624415,739.7282107,447.7674122,502.7081263,464.9396362,519.0463305,548.762783,663.796143,802.8009684,980.6796044,1153.860524,1397.629716,1229.776307,1394.914874,1569.074536,1656.472575,1764.452116,1816.54049,1501.738126,1300.835301,1320.997878,1432.129792,1469.632918,1313.17036,1404.303658,1567.280393,1453.262268
Puerto Rico,6455.184461,6980.490143,7595.444656,8033.089441,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40499,15220.99134,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.75275,31615.06679,32916.8668,31427.42911,32619.25042,35268.0791,36779.05949
"Corea, República Popular Democrática de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,3861.948433,4803.866095,5623.697,6056.381028,7884.617988,8958.985333,10810.56651,9534.656364,9977.319909,11781.36185,12185.0914,11575.50711,12199.20639,12475.29177,11526.37207,11734.76497,12936.69282,15797.78213,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22551.9351,23246.54254,20593.42742,21676.48596,22120.68501,19215.7813,19980.28089,21442.38428,23541.14011,23343.3629,22299.40441,24711.45101,24620.51956,27331.20949
Paraguay,1031.156238,1068.953803,1113.894069,1211.296343,1440.158296,1685.268901,1682.674448,1661.709553,1760.288071,1978.715141,2088.171091,2078.508413,1889.884556,1766.306573,1736.117292,1637.686151,1367.765069,1443.998852,1786.215339,1970.871699,2439.431247,3211.936217,4384.954694,3941.848155,4750.962737,5805.401545,5642.169917,6435.683427,6652.254789,5879.337923,5775.159634,6152.267115,6258.449916,5821.181995,5365.472207,5976.931798,6205.625954,6276.351139
Ribera Occidental y Gaza,,,,,,,,,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3799.95527,3372.349744
Estados pequeos de las Islas del Pacfico,1222.707075,1173.873104,1188.983908,1219.294708,1343.2772,1404.20976,1519.648263,1573.635273,1818.225096,1948.765866,2061.836929,2037.026078,1729.290712,1858.84965,1688.387673,1639.28207,1697.335617,1999.392454,2272.931605,2494.436445,2589.164899,2821.903732,2991.509761,2670.952962,2903.743184,3341.488281,3494.912442,3586.991156,3847.341922,3710.012348,3844.355132,4097.000933,4245.787184,4170.321181,3666.598981,3638.301407,3892.778333,4146.436206
posterior al dividendo demográfico,12802.09919,14759.96556,16531.56841,17156.71818,19124.42436,20031.30221,21340.77543,21354.86042,22742.53688,25095.42538,25075.51649,24454.15775,24436.84186,25546.63578,25863.32478,25491.59734,26457.73245,29520.52587,32637.93597,34181.50231,35777.59482,38821.58396,40878.79531,38302.26465,39764.70508,42607.66284,42350.28865,42626.33046,43293.49831,40778.34095,41527.36633,43153.61624,45562.86779,45916.41227,44858.11046,49980.40433,51063.61975,54041.53969
Polinesia Francesa,11913.82675,14061.38737,13952.83828,13682.84129,16293.18233,16414.81327,17554.37379,16469.7752,16806.05925,18850.31492,18475.72533,16423.02143,16759.71417,16532.90223,14978.3241,14640.93601,16004.05833,19582.89364,21764.22032,21984.19362,22330.86767,24888.17813,26592.02628,24434.21976,22494.80671,22831.51853,20846.54575,21955.63293,22258.63214,19166.95948,19690.07757,20826.93125,21925.61604,21582.5892,20746.27204,21982.90389,20738.65,
Qatar,13213.20936,13718.79115,14682.02185,15242.50689,16721.62077,15133.49694,16280.29388,14769.71933,14764.87714,15822.50907,17124.79209,20522.8013,17665.44084,20233.68468,27535.18294,25870.79919,27226.65935,31602.47087,41035.50084,53949.67641,62582.44531,65954.34195,80781.40392,60785.73516,77387.32679,103261.5065,108470.3788,103697.0084,95840.63101,68985.2947,61253.63755,63279.85569,71039.84906,66841.30135,51683.50544,71751.88312,88701.46335,80195.87465
Rumania,,1658.758739,1753.192856,1789.644555,1648.48523,1254.312442,1102.103785,1158.056328,1323.032378,1650.049224,1633.010644,1577.33656,1852.554969,1599.906228,1659.929049,1825.192994,2119.855097,2679.40626,3494.990564,4618.003508,5757.531273,8360.337759,10435.15612,8548.454341,8399.537423,9560.675528,8929.953662,9497.674116,10031.77108,8977.017482,9404.540059,10727.9822,12502.26241,12992.03261,13082.30066,14986.78549,15557.88262,18404.27309
Federación de Rusia,,,3778.019775,3429.649902,3494.063232,3490.452393,3098.802734,2930.670166,2662.104004,2665.779785,2643.929199,2737.572021,1834.861816,1330.757202,1771.594116,2100.352539,2377.529541,2975.123047,4102.364746,5323.455078,6920.199707,9101.239258,11635.28418,8562.824219,10674.99023,14305.33203,15401.85156,15941.44824,14055.47266,9277.713867,8663.158203,10658.91309,11211.8877,11447.70117,10108.32715,12521.52246,15445.24219,13817.0459
Rwanda,297.7259818,319.6436633,343.7813258,334.7419634,345.7734951,253.966902,264.0839145,247.0233185,110.9536683,227.9711478,206.0491142,238.7493714,246.1546733,264.7436868,251.8692639,237.3088462,234.0430168,249.012275,269.5404463,324.0168638,356.9950229,426.2341835,528.3263918,564.0390958,593.6249277,651.133678,706.8173175,704.9241902,724.9575212,733.998585,729.5191542,758.301003,771.773522,810.0514202,778.7015386,828.8330328,975.4693159,1010.268929
Asia meridional,301.6847206,327.2271672,343.5631438,338.7911202,356.5168434,310.1562591,322.0717404,311.8932439,346.1379754,376.0972162,402.8823181,413.962671,411.2606982,431.8537929,458.6347464,460.173373,474.0068874,543.2161783,619.149506,695.5457876,776.4071246,961.6141776,961.5695576,1033.694568,1245.085497,1351.502588,1352.072965,1370.088411,1479.96637,1528.46686,1663.620307,1874.949191,1907.381781,1952.013401,1843.195274,2131.302296,2239.516302,2303.30291
Arabia Saudita,10078.28961,9385.984695,9165.496153,9413.581194,11054.7495,11847.16995,11730.26877,10884.86079,10601.91967,10786.4009,11471.5046,11545.3456,9836.057298,10452.18994,11714.56237,10805.31133,10586.05435,11487.22041,13154.4979,15975.74738,17563.61454,18596.15026,22320.4889,17718.39116,22028.37902,26966.29416,28348.57301,27290.19781,27079.67339,22453.57155,21515.66001,23081.20453,28036.02647,27892.84215,23271.40376,28396.08642,34454.19577,32093.9623
Sudán,400.3335571,471.1572266,553.0786133,814.2675171,1257.1875,1617.556763,252.6100922,312.6940613,439.420929,462.5854492,294.8269653,373.09375,350.7028809,324.6596069,362.1168823,451.2933044,506.2626343,580.3202515,705.1133423,905.5436401,1132.474609,1444.372192,1527.582397,1178.221802,1305.635986,1332.657227,1019.222107,1138.627808,1275.438354,1292.379639,1033.215942,966.5056763,731.0274658,709.9752808,577.7952271,712.1220093,1046.240845,2183.441406
Senegal,783.9405247,916.0948415,880.4877551,848.5555481,957.3143374,913.3995758,951.2049601,877.5290034,583.782776,714.9943964,723.4699501,650.7763214,684.5881058,677.5163387,603.2331625,637.2135306,669.4304473,817.8880342,918.1020795,979.8461015,1017.201967,1188.938778,1398.79218,1308.694043,1275.883575,1374.675919,1326.837988,1379.831966,1398.891376,1218.006136,1266.439572,1356.805184,1452.556126,1431.181289,1461.087204,1598.10677,1564.745221,1706.44218
Singapur,6799.930363,7539.029302,8914.441226,10394.539,11861.75616,14502.37999,16136.24054,18290.13011,21552.41004,24914.8507,26232.8661,26375.86537,21829.27378,21796.63739,23852.83895,21699.74149,22159.83737,23730.38401,27608.08001,29961.31728,33768.45282,39432.88602,40008.57205,38926.80544,47236.68308,53891.45703,55547.55531,56967.42579,57564.80231,55645.60686,56899.91818,61162.09739,66840.63734,66081.71992,61466.80368,79601.41296,88428.70242,84734.25592
Islas Salomón,505.8218065,514.6693333,567.0229356,538.1017629,648.3252126,665.8331041,763.8579685,828.8699978,1078.041093,1220.179193,1289.330369,1292.239519,1091.890969,1133.622565,953.1719014,911.7919354,756.8902965,895.9892727,986.081904,1144.457585,1255.625891,1390.156966,1525.850924,1554.707237,1685.15499,1924.052773,2066.253523,2161.395736,2164.944239,2045.478895,2082.62989,2143.574652,2278.206339,2223.665026,2063.331015,1996.869768,2005.413993,2041.636491
Sierra Leona,131.473041,172.3642148,268.1609796,231.275623,154.7942462,183.6863906,163.1976263,184.9517451,218.5073839,208.3520433,224.2585894,199.8801032,156.5181188,155.0208333,143.7437432,358.3156859,388.995136,413.817666,417.7500348,462.6333244,517.913366,578.6484174,650.6844222,624.8987979,648.1292295,718.1616807,904.840762,1146.416391,1140.927423,945.1481685,838.6316153,788.4868673,845.9145405,843.7125173,845.3138363,885.1842707,860.130884,757.858336
El Salvador,755.4251358,777.2394025,806.3923533,825.1052325,892.1827152,955.8268974,1040.781641,1180.268543,1343.929057,1548.376304,1651.310168,1748.92112,1859.730859,1908.080455,1982.870935,2058.044591,2115.411874,2207.830895,2285.689074,2447.391408,2665.618072,2830.656938,2983.248296,2910.186518,3040.07301,3330.600495,3497.912569,3582.26694,3666.012489,3790.340891,3901.34015,4020.126714,4183.54621,4320.116715,3997.192796,4642.607431,5093.518339,5391.069262
San Marino,,,,,,,,,,,,37852.97262,40126.93314,41931.79515,37600.70774,39035.10343,41790.84327,52529.90937,58232.01762,59877.80058,63270.77808,70124.46344,75902.13205,62428.99433,56543.18982,55601.39297,47945.89917,50807.82891,51260.49383,43146.82404,44359.47977,45192.02798,47950.68806,46627.01224,44426.64634,54168.98283,54264.5705,
Somalia,131.4148597,140.9698522,145.3413468,166.0423373,145.6035014,105.3713265,109.2049105,188.6031587,210.7937796,210.6732546,237.241441,280.1127242,363.2000135,358.6587808,386.1192744,244.9148425,229.5989183,286.2730252,375.4103262,439.9799078,457.9966622,479.6356281,507.0374433,246.5132517,219.2024539,235.3259456,350.2619467,393.398705,429.431656,445.5830786,460.928492,510.939953,509.5258024,539.8939316,518.1847785,549.1147435,573.1280925,597.4588546
Serbia,,,,,,,,,,2349.406452,3053.905169,3573.504402,2775.47373,2768.910413,974.7254693,1812.420883,2390.734594,3153.901131,3597.087981,3807.974173,4492.71367,6081.087657,7376.735179,6414.044846,5970.926609,7082.286167,6263.040861,7040.418121,6886.678091,5820.321558,5982.370301,6548.036538,7559.861657,7755.632986,8098.709557,9680.527981,10022.96885,12281.50585
África al sur del Sahara (excluido altos ingresos),579.6679443,630.5397687,644.9611821,638.1131889,726.9484756,756.1858163,662.7203916,651.8334153,649.4310331,804.8554091,875.3058634,897.0499408,875.4119185,608.2825776,627.9812559,585.7198127,620.758666,761.062606,919.6228069,1061.939152,1218.881466,1373.031875,1514.162216,1407.110708,1619.291457,1770.933553,1790.538098,1851.425794,1878.738715,1627.664043,1445.514085,1535.068876,1604.663747,1610.17142,1472.996712,1612.770038,1686.891375,1621.261481
Sudán del Sur,,,,,,,,,,,,,,,,,,,,,,,1654.211535,1323.220687,1498.27035,1448.98435,1109.260501,1650.189434,1242.734502,1080.147186,,,,,,,,
África al sur del Sahara,580.0603438,631.0029548,645.4846898,638.6674893,727.6062174,756.8316283,663.4774965,652.6462103,650.2437317,805.6638251,876.0728263,897.8951917,876.3111715,609.2143495,628.8724708,586.6039265,621.7254317,761.9992551,920.7053907,1063.085644,1220.107244,1374.201192,1515.163722,1407.947229,1620.226166,1771.916738,1791.523629,1852.626975,1879.957137,1628.912857,1446.87391,1536.482685,1606.131358,1611.673635,1474.055311,1613.87686,1688.401084,1622.807051
Pequeños Estados,2506.793911,2887.197665,3066.329018,3079.549733,3468.377416,3580.612827,3779.57443,3729.217411,3949.511852,4470.516624,4595.292119,4782.790196,4766.422101,4989.863337,5122.206154,5053.815295,5368.456119,6258.342921,7165.836777,7958.07276,8819.640669,10197.61244,10964.67578,9577.41205,10087.51447,11198.99958,11149.60783,11440.04492,11677.65873,10690.61751,10942.71225,11875.62876,12723.98127,12739.83887,11381.5579,13092.49757,14371.49359,15086.09155
Santo Tomé y Príncipe,1042.995112,1017.854137,846.6017701,821.3534821,970.0601896,855.1050758,740.4711265,963.785325,989.5005327,768.7107512,987.0487124,661.6682328,513.5693803,542.692548,529.0893834,518.8805013,568.1025725,663.6962118,726.5608821,844.1691819,861.9707077,878.8857919,1081.868458,1128.280462,1045.209582,1219.801891,1210.792647,1382.575784,1489.676334,1298.109466,1434.870181,1555.794778,1825.599718,1935.293182,2167.220018,2362.588272,2389.737298,2940.933529
Suriname,2271.047333,2469.067373,2886.429802,1328.570134,941.5917361,1079.725213,968.8952535,1022.445835,1433.542557,1609.825044,1962.884958,2067.598149,2428.58642,1898.180182,1988.221729,1714.648466,2202.340682,2516.10404,2887.772173,3453.428659,5002.657987,5530.176156,6576.085463,7129.576863,7943.604828,7949.888672,8851.240507,9043.192815,9108.189054,8813.617054,5644.206106,6049.521286,6665.741805,6629.667752,4755.392217,5029.848385,6084.438767,5494.074094
República Eslovaca,,,,,2437.17517,2726.593055,2959.336449,3143.101431,3820.964275,4882.511582,5247.70081,5172.417575,5560.916178,5651.623275,5421.644844,5712.478028,6554.628084,8675.396337,10650.12901,11641.54103,13167.89547,16110.48173,18744.31923,16586.75278,16899.44868,18469.43543,17516.96911,18312.78051,18770.92899,16442.07609,16636.07691,17645.52987,19573.3717,19406.05897,19735.48583,22138.19498,21342.76667,24491.37719
Eslovenia,,,,,9925.14071,7229.311498,7151.152438,7254.588874,8243.898955,10738.08876,10796.73994,10436.72607,11131.56666,11401.49068,10135.72191,10375.62559,11639.12978,14711.67487,17103.82978,17969.70959,19563.00506,23725.1596,27461.97642,24501.78973,23329.84177,24940.62848,22442.14179,23236.96553,24013.06821,20697.27485,21447.83778,23303.07771,25888.04811,25814.16872,25392.06511,29187.36938,28373.83823,32610.11092
Suecia,17955.15715,21761.21445,24499.40532,25625.31037,30549.66928,31777.0328,32753.8047,24390.1538,26045.81489,30254.29729,33022.56495,30324.45109,30605.62272,30969.10335,29632.77361,27259.48067,29957.93877,37292.42143,42758.20155,43378.61521,46531.60011,53568.56455,55817.43927,46707.86732,52542.82741,60379.77482,57749.82513,60844.27671,59583.714,51197.95293,51820.39725,53300.85873,54181.90698,51773.04646,52653.75659,61174.96802,55296.93715,55516.83648
Eswatini,611.2981582,764.752134,865.2515444,831.8471501,1277.69173,1273.012245,1361.81698,1397.265933,1461.364001,1750.754008,1619.191197,1705.398749,1546.515193,1501.664267,1668.974913,1467.538902,1351.865502,2060.184181,2581.241728,2945.363949,3035.061561,3180.861215,2999.828169,3239.757801,3992.951996,4312.342434,4347.995693,3910.063976,3740.692776,3393.533678,3223.920041,3831.425953,3986.105572,3894.329516,3442.321653,3926.486874,3852.085733,3610.608797
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,25528.41262,26403.81437,27317.51789,28149.09979,28529.73247,37134.91242,37839.62838,37308.61478,34701.30585,31708.31101,34861.46953,30150.89984,32548.43669,36476.63008,38077.54449
Seychelles,3368.474095,3871.77852,4392.198649,4689.134508,5642.072897,5654.639757,6520.489505,6978.680754,6974.867706,7180.668327,7004.336039,7746.698513,8209.514443,8243.236101,8063.655006,8153.298637,8864.169195,9070.284608,10827.67164,11802.11183,12782.99389,12669.30267,11265.43763,9747.091805,10934.79495,12110.09375,12337.15547,14821.29215,15188.19022,15333.10517,16566.9946,17480.36519,18440.23405,19141.51187,14041.47541,14982.91115,17167.19098,17879.23965
República Árabe Siria,1208.160843,997.1281344,897.7087634,809.0440282,978.489617,1000.077987,990.1382512,992.7713675,712.3877166,779.6991002,918.1958574,940.8265898,960.8375049,978.1745317,1138.188485,1186.829135,1183.247345,1220.179077,1368.114823,1533.901665,1718.783472,1937.611386,2429.124771,2462.201936,2730.614771,2952.143494,1897.66115,985.8926692,1060.591059,847.7316319,656.3490586,851.5020053,1098.066864,1109.53926,572.3552898,663.6142457,1051.671496,
Islas Turcas y Caicos,,,,,,,,,,,,,,,,18325.74581,17803.94718,18859.18903,21246.0098,24122.30282,28734.28731,29443.84088,31453.80829,24596.88681,23093.8431,23626.71335,22633.95275,22412.20694,23996.29101,25736.10163,26946.41785,25779.61224,27160.15796,27273.4377,17452.6578,23114.79021,26802.06738,30348.81144
Chad,203.3544495,213.9317299,263.5446478,246.3553785,290.5990453,302.4872684,290.6482861,220.7299649,173.9288951,203.9648527,216.9125411,201.384077,219.7795309,186.6385311,163.1216637,194.3229533,219.061392,289.0876211,445.8507672,643.8079293,693.8545918,780.581406,905.6784319,781.143474,866.4396809,954.3168729,936.141445,946.1295831,982.5275631,747.5884485,668.0786361,640.1170485,695.6423937,678.1420357,622.0955434,660.7471926,671.7201476,680.6398779
Asia oriental y el Pacífico (BIRF y la AIF),355.0039145,344.8334583,376.164583,399.9053689,421.6268078,450.5763802,498.1376489,539.3205398,640.4007031,779.5534355,883.9202032,902.9536782,814.2029769,886.7178037,965.9156055,1018.025081,1116.71958,1253.302033,1441.454268,1656.340649,1979.022054,2482.215108,3116.137036,3353.094235,4050.730807,4909.301567,5425.752997,5934.337562,6347.420969,6556.498726,6649.86736,7213.360718,8014.497663,8245.101611,8338.13776,9905.154404,10012.44947,10011.99413
Europa y Asia central (BIRF y la AIF),,,2338.254541,2254.677026,2377.681135,2323.787348,2142.429655,2110.382891,1898.986816,2113.78278,2172.979479,2239.370839,2164.8323,1877.971164,2043.079683,2079.66474,2339.237679,2877.400658,3719.986154,4655.781767,5626.528234,7237.145382,8939.125219,7062.978743,8267.959629,10016.56102,10406.9547,10951.22409,10293.72034,8001.112292,7649.906658,8555.476386,8884.712914,9027.507095,8443.061591,10010.77441,11351.00797,11977.33988
Togo,422.2772966,482.2895988,516.5362389,491.9993211,575.0945119,549.8080116,564.7173365,414.0139952,328.6009561,419.2203349,452.0684369,448.0010969,461.1582459,445.2914841,409.8898028,396.6926545,445.2386915,538.1653778,560.2663085,551.25985,552.5022713,607.5882245,718.9487864,720.6941688,704.9871642,783.9893805,762.3920476,826.5432595,855.5852849,751.0524051,772.5817871,792.7654872,851.1308069,826.2606541,853.5782203,939.6133738,898.7581544,985.6975126
Tailandia,842.0984362,970.4525225,1164.200962,1341.729784,1559.112093,1765.622674,1971.608799,2245.136887,2517.707326,2864.365157,3054.656908,2473.14097,1847.703793,2033.244905,2005.976945,1889.934325,2089.751831,2347.540013,2641.562687,2867.703834,3331.320435,3918.528174,4309.135093,4135.43987,4973.862888,5373.623283,5725.528028,6018.082447,5801.197892,5688.853354,5833.577156,6413.091825,7099.776501,7605.696578,6985.643939,7058.0695,6909.359975,7182.025258
Tayikistán,,,,,487.0361287,457.7678259,337.8331455,287.6201238,261.2712545,207.0344573,172.0350887,150.0885502,213.7491456,175.0237647,136.9257164,168.6762854,186.9516383,233.5812485,305.7451586,333.9271509,401.0184033,516.9972106,703.3273759,664.7956557,737.3388832,833.6019782,952.4528197,1028.197043,1081.544029,956.9163109,788.7104817,829.4571476,834.2884046,871.0223729,834.3117155,896.7480534,1052.179495,1160.81187
Turkmenistán,,675.2216781,845.932942,821.0298645,848.1550474,831.9987321,811.3541565,788.4189142,622.1347802,592.2472473,557.8942201,565.022638,590.7912933,545.5190031,633.8354876,756.0349763,935.5408015,1228.948703,1379.230097,1604.016185,1996.593107,2414.96072,3605.503951,3707.978507,4058.53937,5143.619293,6053.874847,6599.645291,7164.145362,5759.497904,5686.98041,5828.481662,6125.051697,6648.034896,6592.60146,7051.202111,8156.35212,8232.65226
América Latina y el Caribe (BIRF y la AIF),1810.99265,1905.521754,2049.661817,2229.906142,2615.700915,2590.235998,2788.130631,3259.01575,3744.815815,3983.828042,4256.723889,4593.929004,4564.441581,4029.371645,4388.926811,4222.902653,3714.295059,3728.671264,4252.783972,5103.92114,5926.835007,6927.842312,7989.397438,7386.620166,9115.010317,10277.12122,10277.90556,10420.64453,10507.14547,8617.552912,8302.174342,9165.48672,8877.722992,8654.862095,7240.560061,8382.654516,9483.706406,10553.71099
Timor-Leste,,,,,168.6210102,189.7946492,235.0647677,264.0669948,283.0580005,302.736982,344.0133276,348.864241,345.5909096,269.9873128,492.4576694,587.8043556,533.9824764,534.9011537,474.4207673,487.4645554,464.6670018,540.1545842,628.1532193,686.5792958,813.0601773,939.0452411,1022.619032,1204.568415,1224.749578,1319.592974,1335.543901,1266.17768,1219.465986,1562.364589,1630.869354,2684.827044,2343.245247,1502.519638
Oriente Medio y Norte de África (BIRF y la AIF),2177.987038,1823.482054,1689.37382,1643.257103,2223.850324,1389.488393,1383.17977,1159.281873,1203.390531,1304.469603,1432.623102,1476.810704,1484.066249,1591.664391,1649.666317,1639.142445,1553.437255,1672.335981,1943.506691,2230.535544,2564.446396,3090.140074,3742.104613,3566.43761,4056.240811,4668.631835,4927.285765,4471.074146,4322.949164,3809.846682,3834.136582,3770.440415,3684.084605,3593.386667,3174.944151,3653.411588,4032.804004,3802.179725
Tonga,695.8050772,830.1530196,1077.683592,1069.835468,1139.055382,1323.400986,1370.361426,1383.473866,1956.661611,2084.027813,2214.914442,2135.521364,1888.832008,1952.146144,1995.076503,1753.516595,1759.480333,1936.041237,2195.448741,2477.726409,2750.347582,2797.065552,3218.452996,2914.237908,3416.083581,3849.993708,4384.170583,4219.246595,4136.590138,4123.90324,3987.986262,4365.929328,4638.897743,4676.847903,4700.449328,4912.579506,4933.074791,
Asia meridional (BIRF y la AIF),301.6847206,327.2271672,343.5631438,338.7911202,356.5168434,310.1562591,322.0717404,311.8932439,346.1379754,376.0972162,402.8823181,413.962671,411.2606982,431.8537929,458.6347464,460.173373,474.0068874,543.2161783,619.149506,695.5457876,776.4071246,961.6141776,961.5695576,1033.694568,1245.085497,1351.502588,1352.072965,1370.088411,1479.96637,1528.46686,1663.620307,1874.949191,1907.381781,1952.013401,1843.195274,2131.302296,2239.516302,2303.30291
África al sur del Sahara (BIRF y la AIF),580.0603438,631.0029548,645.4846898,638.6674893,727.6062174,756.8316283,663.4774965,652.6462103,650.2437317,805.6638251,876.0728263,897.8951917,876.3111715,609.2143495,628.8724708,586.6039265,621.7254317,761.9992551,920.7053907,1063.085644,1220.107244,1374.201192,1515.163722,1407.947229,1620.226166,1771.916738,1791.523629,1852.626975,1879.957137,1628.912857,1446.87391,1536.482685,1606.131358,1611.673635,1474.055311,1613.87686,1688.401084,1622.807051
Trinidad y Tobago,3984.996097,3941.12014,3655.81977,3481.845058,4047.250936,4205.377783,4277.474369,3646.712317,3839.962902,4114.689085,4427.278324,4393.944969,4612.709003,5179.083508,6178.589756,6657.414669,6762.930808,8445.046535,9871.034198,12346.43731,14152.66074,16606.67536,21298.99453,14634.0565,16815.42474,19151.08702,20472.35743,21416.36608,22074.42631,20024.75466,17521.80075,17720.49724,18076.35656,17431.02693,15224.50835,17912.51062,22004.19979,20016.1503
Túnez,1186.506515,1244.766636,1266.075833,1239.238602,1476.431605,1537.879165,1784.818502,1649.185373,1733.466147,1968.166009,2107.408156,2202.060906,2285.019335,2376.065668,2199.044659,2235.719816,2320.772381,2725.864315,3067.419364,3146.826074,3322.569336,3726.916729,4255.05008,4080.090324,4291.861209,4420.647722,4297.267825,4369.793458,4458.978955,4014.947737,3847.803544,3619.032473,3628.103665,3528.872133,3548.653637,3885.281665,3678.400234,3977.695166
Turquía,1461.496587,1649.962648,1685.694792,1948.591795,2689.526219,2649.2726,2743.653203,3057.937375,2176.280181,2774.616272,2929.153949,3020.993471,4329.56244,3969.473594,4192.443167,3045.55414,3583.197459,4637.882185,5960.778989,7303.013889,7953.07848,9711.223761,10843.50369,9012.999458,10622.70204,11300.78522,11713.28498,12578.18786,12165.22014,11049.99511,10970.04589,10695.5502,9568.835063,9215.440499,8638.739038,9743.212778,10674.50416,13105.65857
Tuvalu,556.736791,599.7507465,823.0875054,976.0474772,1084.667072,1134.331756,1165.637104,1141.179044,1278.658701,1284.764461,1427.809605,1461.08618,1459.649371,1558.603966,1579.419063,1456.784094,1750.251751,2006.842499,2322.562651,2304.826943,2396.268443,2794.163101,3088.308774,2683.967495,3024.817079,3636.0814,3598.461631,3510.216401,3528.858581,3357.834177,3808.69755,4165.663387,4466.120349,5115.13076,4976.112541,5905.081981,5911.327271,6344.775019
Tanzanía,479.2817688,334.8227844,307.5063477,259.5022278,243.611557,276.4524536,250.3299255,224.4915466,228.8900299,258.418335,313.6583862,363.5976868,386.3784485,392.6217651,401.6981506,396.6387329,402.6490479,422.1835938,450.3852844,483.3348694,475.7467346,543.1983032,675.9772339,693.8235474,736.5301514,775.3927612,861.9699097,963.0571289,1022.748413,939.1273193,953.0107422,986.6740112,1023.106262,1063.32251,1117.415283,1159.856567,1207.853027,1224.489624
Uganda,253.6430588,392.9707432,395.187661,310.1860252,244.9871681,182.9558973,152.1135424,165.6164762,198.441988,278.5208357,284.6982593,286.8466379,292.4530371,257.9219496,258.0503387,236.0211889,241.9846884,250.7154366,292.381858,330.4054027,346.5182553,401.3891309,472.8426815,798.9470899,823.4881443,835.6200606,795.2228676,818.2854274,896.0547955,862.9346104,752.6965717,765.2183323,792.1657002,822.0570582,845.7664639,882.7917175,963.0673141,1002.309139
Ucrania,,1244.04126,1444.248047,1593.078613,1563.634155,1482.639648,1413.240112,1254.028687,1009.093567,933.1917725,869.8460693,987.4898071,831.336792,631.9104614,653.2943115,800.4907227,903.0119019,1076.481567,1401.018066,1875.335083,2366.494141,3160.327637,4017.806641,2607.087646,3039.632324,3656.697998,3951.342285,4129.896973,3054.908203,2094.473877,2158.461182,2604.287598,3059.051758,3619.861572,3709.769287,4775.945801,4199.670898,5069.703125
Ingreso mediano alto,876.2451908,869.1641141,922.4532761,1003.977551,1188.873336,1101.713885,1161.321703,1263.352718,1404.778345,1576.910522,1723.494824,1813.50705,1770.39618,1705.367589,1844.942044,1828.192615,1825.090371,2016.517431,2357.916299,2778.816706,3249.740939,3964.067124,4752.860356,4677.978481,5672.64254,6729.081927,7116.079535,7491.426552,7707.022103,7359.58787,7329.376311,7976.997206,8473.681989,8551.440962,8228.643366,9770.290697,10156.70472,10451.34455
Uruguay,1938.810849,2415.654199,2677.197777,2734.366239,2995.361057,3589.015419,4101.710542,4753.009247,5507.564813,6050.486323,6398.435752,7436.293426,7836.891833,7370.569955,6987.700988,6382.761047,4149.761403,3671.123293,4168.660654,5284.25678,6001.332948,7222.054036,9423.965626,9881.395731,12641.05768,15132.26757,16259.59408,18335.25948,18322.42768,17125.90168,17009.75869,19184.66267,19249.94015,18315.73529,15789.68574,17888.21151,20691.9739,22797.81117
Estados Unidos,19071.22719,20038.9411,21417.01193,22857.15443,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.12997,32853.67259,34515.38131,36329.97026,37133.6204,37997.74243,39490.30239,41724.6412,44123.39965,46301.98765,48050.22741,48570.05943,47194.95009,48650.66432,50065.97895,51784.41147,53409.75078,55304.31553,57040.20821,58206.61419,60322.26142,63201.04585,65604.68152,64411.37318,71318.30736,78035.17536,82769.41221
